R3S1AXS0304 1 31132 10 01 06 03 09 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S1AXS0506 1 31133 10 01 06 03 10 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S1AXS0708 1 31134 10 01 06 03 11 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S1AXS0912 1 31231 10 01 06 03 12 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S1AXS1316 1 31232 10 01 06 03 13 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S1AXS1720 1 31331 10 01 06 03 14 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S1AXS2124 1 31332 10 01 06 03 15 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S2STS0102 1 32141 10 01 06 03 16 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S2STS0204 1 32142 10 01 06 03 17 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S2STS0506 1 32143 10 01 06 03 18 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S2STS0708 1 32144 10 01 06 03 19 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S2STS0912 1 32241 10 01 06 03 20 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S2STS1316 1 32242 10 01 06 03 21 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S2STS1720 1 32341 10 01 06 03 22 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S2STS2124 1 32342 10 01 06 03 23 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S2AXS0102 1 32131 10 01 07 03 00 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S2AXS0304 1 32132 10 01 07 03 01 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S2AXS0506 1 32133 10 01 07 03 02 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S2AXS0708 1 32134 10 01 07 03 03 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S2AXS0912 1 32231 10 01 07 03 04 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S2AXS1316 1 32232 10 01 07 03 05 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S2AXS1720 1 32331 10 01 07 03 06 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S2AXS2124 1 32332 10 01 07 03 07 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S6STS0102 1 36141 10 01 07 03 08 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S6STS0304 1 36142 10 01 07 03 09 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S6STS0506 1 36143 10 01 07 03 10 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S6STS0708 1 36144 10 01 07 03 11 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S6STS0912 1 36241 10 01 07 03 12 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S6STS1316 1 36242 10 01 07 03 13 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S6STS1720 1 36341 10 01 07 03 14 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S6STS2124 1 36342 10 01 07 03 15 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S6AXS0102 1 36131 10 01 07 03 16 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S6AXS0304 1 36132 10 01 07 03 17 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S6AXS0506 1 36133 10 01 07 03 18 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S6AXS0708 1 36134 10 01 07 03 19 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S6AXS0912 1 36231 10 01 07 03 20 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S6AXS1316 1 36232 10 01 07 03 21 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S6AXS1720 1 36331 10 01 07 03 22 1500.0 1.5 25.0 50.0 30.0 1600.0 
R3S6AXS2124 1 36332 10 01 07 03 23 1500.0 1.5 25.0 50.0 30.0 1600.0 
R2S1STG0004 1 21161 10 01 08 03 00 500.0 1.5 25.0 50.0 20.0 550.0 
R2S1AXG0104 1 21151 10 01 08 03 01 500.0 1.5 25.0 50.0 20.0 550.0 
R2S1STG0508 1 21261 10 01 08 03 02 500.0 1.5 25.0 50.0 20.0 550.0 
R2S1AXG0508 1 21251 10 01 08 03 03 500.0 1.5 25.0 50.0 20.0 550.0 
R2S1STG0912 1 21361 10 01 08 03 04 500.0 1.5 25.0 50.0 20.0 550.0 
R2S1AXG0912 1 21351 10 01 08 03 05 500.0 1.5 25.0 50.0 20.0 550.0 
R2S2STG0004 1 22161 10 01 08 03 06 500.0 1.5 25.0 50.0 20.0 550.0 
R2S2AXG0104 1 22151 10 01 08 03 07 500.0 1.5 25.0 50.0 20.0 550.0 
R2S2STG0508 1 22261 10 01 08 03 08 500.0 1.5 25.0 50.0 20.0 550.0 
R2S2AXG0508 1 22251 10 01 08 03 09 500.0 1.5 25.0 50.0 20.0 550.0 
R2S2STG0912 1 22361 10 01 08 03 10 500.0 1.5 25.0 50.0 20.0 550.0 
R2S2AXG0912 1 22351 10 01 08 03 11 500.0 1.5 25.0 50.0 20.0 550.0 
R2S6STG0004 1 26161 10 01 08 03 12 500.0 1.5 25.0 50.0 20.0 550.0 
R2S6AXG0104 1 26151 10 01 08 03 13 500.0 1.5 25.0 50.0 20.0 550.0 
R2S6STG0508 1 26261 10 01 08 03 14 500.0 1.5 25.0 50.0 20.0 550.0 
R2S6AXG0508 1 26251 10 01 08 03 15 500.0 1.5 25.0 50.0 20.0 550.0 
R2S6STG0912 1 26361 10 01 08 03 16 500.0 1.5 25.0 50.0 20.0 550.0 
R2S6AXG0912 1 26351 10 01 08 03 17 500.0 1.5 25.0 50.0 20.0 550.0 
DC_mf01_sl8_ch18 1 00000 10 01 8 03 18 633.0 1.5 25.0 50.0 30.0 700.0 
DC_mf01_sl8_ch19 1 00000 10 01 8 03 19 633.0 1.5 25.0 50.0 30.0 700.0 
DC_mf01_sl8_ch20 1 00000 10 01 8 03 20 633.0 1.5 25.0 50.0 30.0 700.0 
DC_mf01_sl8_ch21 1 00000 10 01 8 03 21 633.0 1.5 25.0 50.0 30.0 700.0 
DC_mf01_sl8_ch22 1 00000 10 01 8 03 22 633.0 1.5 25.0 50.0 30.0 700.0 
DC_mf01_sl8_ch23 1 00000 10 01 8 03 23 633.0 1.5 25.0 50.0 30.0 700.0 
R3S1STG0108 1 31161 10 01 09 03 00 535.0 1.5 25.0 50.0 20.0 600.0 
R3S1AXG0108 1 31151 10 01 09 03 01 535.0 1.5 25.0 50.0 20.0 600.0 
R3S1STG0916 1 31261 10 01 09 03 02 535.0 1.5 25.0 50.0 20.0 600.0 
R3S1AXG0916 1 31251 10 01 09 03 03 535.0 1.5 25.0 50.0 20.0 600.0 
R3S1STG1724 1 31361 10 01 09 03 04 535.0 1.5 25.0 50.0 20.0 600.0 
R3S1AXG1724 1 31351 10 01 09 03 05 535.0 1.5 25.0 50.0 20.0 600.0 
R3S2STG0108 1 32161 10 01 09 03 06 535.0 1.5 25.0 50.0 20.0 600.0 
R3S2AXG0108 1 32151 10 01 09 03 07 535.0 1.5 25.0 50.0 20.0 600.0 
R3S2STG0916 1 32261 10 01 09 03 08 535.0 1.5 25.0 50.0 20.0 600.0 
R3S2AXG0916 1 32251 10 01 09 03 09 535.0 1.5 25.0 50.0 20.0 600.0 
R3S2STG1724 1 32361 10 01 09 03 10 535.0 1.5 25.0 50.0 20.0 600.0 
R3S2AXG1724 1 32351 10 01 09 03 11 535.0 1.5 25.0 50.0 20.0 600.0 
R3S6STG0108 1 36161 10 01 09 03 12 535.0 1.5 25.0 50.0 20.0 600.0 
R3S6AXG0108 1 36151 10 01 09 03 13 535.0 1.5 25.0 50.0 20.0 600.0 
R3S6STG0916 1 36261 10 01 09 03 14 535.0 1.5 25.0 50.0 20.0 600.0 
R3S6AXG0916 1 36251 10 01 09 03 15 535.0 1.5 25.0 50.0 20.0 600.0 
R3S6STG1724 1 36361 10 01 09 03 16 535.0 1.5 25.0 50.0 20.0 600.0 
R3S6AXG1724 1 36351 10 01 09 03 17 535.0 1.5 25.0 50.0 20.0 600.0 
DC_mf01_sl9_ch18 1 00000 10 01 9 03 18 633.0 1.5 25.0 50.0 30.0 700.0 
DC_mf01_sl9_ch19 1 00000 10 01 9 03 19 633.0 1.5 25.0 50.0 30.0 700.0 
DC_mf01_sl9_ch20 1 00000 10 01 9 03 20 633.0 1.5 25.0 50.0 30.0 700.0 
DC_mf01_sl9_ch21 1 00000 10 01 9 03 21 633.0 1.5 25.0 50.0 30.0 700.0 
DC_mf01_sl9_ch22 1 00000 10 01 9 03 22 633.0 1.5 25.0 50.0 30.0 700.0 
DC_mf01_sl9_ch23 1 00000 10 01 9 03 23 633.0 1.5 25.0 50.0 30.0 700.0 
